year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price
0.28169,jeep,m-cj5,excellent,8,gas,0.001,missing,manual,4wd,compact,offroad,red,11900
0.28169,chevrolet,m-c20,good,8,gas,0.0088,clean,automatic,rwd,full-size,pickup,custom,14900
0.28169,buick,'m-skylark custom',excellent,8,gas,0.01135,clean,automatic,rwd,full-size,convertible,white,14900
0.28169,volvo,m-p1800e,good,'4',gas,0.008065,clean,manual,rwd,compact,coupe,green,15500
0.28169,chevrolet,'m-monte carlo',good,8,gas,0.005742,clean,automatic,rwd,full-size,sedan,green,17500
0.28169,ford,m-mustang,good,8,gas,0.0024,clean,automatic,rwd,sub-compact,coupe,blue,18000
0.28169,volkswagen,m-ghia,excellent,'4',gas,0.0084,clean,manual,rwd,compact,coupe,blue,20000
0.28169,chevrolet,'m-el camino',excellent,8,gas,0.0084,clean,automatic,rwd,full-size,pickup,blue,24000
0.28169,dodge,'m-dart gt',excellent,8,gas,0.006093,clean,automatic,rwd,mid-size,sedan,custom,26000
0.28169,chevrolet,m-camaro,excellent,8,gas,0.0005,clean,automatic,rwd,mid-size,coupe,white,28500
0.28169,gmc,'m-sierra grande 1500 long bed',good,8,gas,0.00797,clean,automatic,rwd,full-size,pickup,orange,29500
0.28169,dodge,m-superbee,good,8,gas,0.0032,clean,automatic,rwd,full-size,coupe,purple,45000
0.28169,ford,m-mustang,excellent,8,gas,0.00069,clean,automatic,rwd,mid-size,coupe,red,49500
0.28169,chevrolet,'m-nova yenko deuce',excellent,8,gas,0.0027,clean,manual,rwd,mid-size,coupe,green,98500
0.295775,volkswagen,'m-super beetle',fair,'4',gas,0.000604,missing,other,rwd,compact,hatchback,blue,3000
0.295775,chevrolet,'m-el camino',good,other,gas,0.0071,clean,automatic,rwd,full-size,pickup,white,3500
0.295775,toyota,'m-land cruiser fj40',fair,6,gas,0,clean,manual,4wd,full-size,SUV,white,5000
0.295775,ford,m-ltd,good,8,gas,0.0096,clean,automatic,rwd,full-size,convertible,blue,5500
0.295775,buick,m-riviera,fair,8,gas,0.012346,clean,automatic,rwd,full-size,coupe,black,5700
0.295775,volkswagen,m-beetle,good,'4',gas,0.0053,clean,manual,rwd,compact,coupe,blue,5900
0.295775,volkswagen,m-bus,good,'4',gas,0.002,clean,manual,rwd,full-size,mini-van,green,6500
0.295775,ford,m-f250,excellent,8,gas,0.0087,clean,manual,rwd,full-size,pickup,white,7250
0.295775,ford,m-f250,excellent,8,gas,0.0087,clean,manual,rwd,full-size,pickup,white,7250
0.295775,ford,m-mustang,good,8,gas,0.0026,clean,automatic,rwd,full-size,coupe,brown,9000
0.295775,lincoln,'m-mark iii',excellent,8,gas,0.007718,clean,automatic,rwd,full-size,coupe,yellow,9500
0.295775,mercury,'m-comet gt',good,8,gas,0.01,clean,automatic,rwd,compact,coupe,red,10500
0.295775,lincoln,'m-mercury comet','like new',6,gas,0.006871,clean,automatic,rwd,full-size,coupe,white,11900
0.295775,dodge,m-d-200,good,8,gas,0.003,clean,automatic,rwd,full-size,pickup,red,12900
